Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,212.3442,0.0,212.3447,,,,215.4657,215.9665,214.9569,215.4656,213.3528,236.0,214.9569,215.9665,216.4661,216.4662,218.1506,1075.6,218.1509,1.0,219.1474,0.0,8.0,8.0,14.0,1.0,1.6,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,219.1482,0.0,219.1487,,,,222.0585,222.5539,221.5571,222.0585,220.1498,158.0,221.5571,222.5539,223.0536,223.0536,225.3944,1640.1,225.3945,4.0,226.3935,0.0,9.0,9.0,8.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,226.3943,0.0,226.3948,,,,229.5162,230.0166,229.0081,229.5161,227.3998,219.0,229.008,230.0166,230.5162,230.5162,231.8264,1032.3,231.8265,1.0,232.8232,0.0,10.0,10.0,29.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,232.8241,0.0,232.8245,,,,235.3473,235.8466,234.8403,235.3472,233.8333,166.0,234.8403,235.8466,236.3463,236.3464,239.9814,938.2,239.9816,2.0,240.9771,0.0,11.0,11.0,16.0,1.0,1.0,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,240.9776,0.0,240.9777,,,,243.695,244.1919,243.1857,243.6949,241.9795,118.0,243.1856,244.1919,244.6915,244.6915,245.6522,94.59999999,245.6523,1.0,246.6489,0.0,12.0,12.0,7.0,1.0,1.2,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,246.6494,0.0,246.6495,,,,248.9672,249.464,248.4578,248.9672,247.657,126.0,248.4578,249.464,249.9635,249.9635,251.0162,982.8,251.0163,4.0,252.0123,0.0,13.0,13.0,15.0,1.0,0.8,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,252.0132,0.0,252.0137,,,,254.3286,254.8274,253.8234,254.3285,253.0203,12.0,253.8233,254.8275,255.3268,255.327,256.6849,866.8,256.685,4.0,257.684,0.0,14.0,14.0,20.0,1.0,0.8,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,257.6847,0.0,257.6851,,,,260.4029,260.8987,259.8935,260.4028,258.6857,236.0,259.8935,260.8989,261.3984,261.3986,262.2749,315.7,262.275,1.0,263.2698,0.0,15.0,15.0,12.0,1.0,1.2,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,263.2703,0.0,263.2706,,,,265.7904,266.2876,265.281,265.7904,264.2725,311.0,265.281,266.2876,266.7875,266.7877,268.0815,823.3,268.0816,2.0,269.0778,0.0,16.0,16.0,6.0,1.0,1.0,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,269.0782,0.0,269.0784,,,,271.3883,271.884,270.8858,271.3882,270.0802,47.0,270.8857,271.884,272.3841,272.3842,273.9749,1012.3,273.9751,4.0,274.9741,0.0,17.0,17.0,10.0,1.0,0.8,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,274.9747,0.0,274.9747,,,,277.4885,277.9892,276.9878,277.4885,275.9813,211.0,276.9877,277.9892,278.4885,278.4886,279.8644,264.8,279.8646,1.0,280.8626,0.0,18.0,18.0,11.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,280.8636,0.0,280.864,,,,283.1874,283.686,282.678,283.1874,281.8723,260.0,282.6779,283.686,284.1856,284.1856,286.1169,1021.9,286.1169,4.0,287.1173,0.0,19.0,19.0,25.0,1.0,0.8,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,287.1178,0.0,287.1179,,,,290.0315,290.5322,289.5264,290.0313,288.1187,326.0,289.5264,290.5322,291.0314,291.0314,292.5953,1002.2,292.5954,2.0,293.5972,0.0,20.0,20.0,13.0,1.0,1.4,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,293.5983,0.0,293.5988,,,,295.917,296.4121,295.4073,295.9169,294.603,221.0,295.4072,296.4121,296.9111,296.9112,298.2435,785.6,298.2436,3.0,299.2435,0.0,21.0,21.0,5.0,1.0,0.8,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,299.2449,0.0,299.2454,,,,301.9682,302.4664,301.4614,301.9681,300.2537,333.0,301.4613,302.4664,302.9666,302.9667,303.1235,78.39999998,303.1235,1.0,304.1241,0.0,22.0,22.0,27.0,1.0,1.2,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,304.1249,0.0,304.1254,,,,307.0423,307.5389,306.5373,307.0422,305.1332,4.0,306.5372,307.5389,308.0387,308.0388,309.6777,956.4,309.6777,1.0,310.6785,0.0,23.0,23.0,3.0,1.0,1.4,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,310.6795,0.0,310.6798,,,,313.3935,313.8936,312.8893,313.3934,311.6884,51.0,312.8892,313.8936,314.3934,314.3934,316.2294,1166.8,316.2296,3.0,317.2254,0.0,24.0,24.0,17.0,1.0,1.2,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,317.2268,0.0,317.227,,,,320.3493,320.8458,319.8423,320.3492,318.2376,119.0,319.8423,320.8459,321.3476,321.3478,323.1841,1078.6,323.1842,1.0,324.1792,0.0,25.0,25.0,4.0,1.0,1.6,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,324.1802,0.0,324.1806,,,,327.0889,327.5853,326.5875,327.0888,325.1832,233.0,326.5874,327.5853,328.0855,328.0856,330.0679,1445.4,330.068,3.0,331.0637,0.0,26.0,26.0,18.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,331.0641,0.0,331.0642,,,,333.5803,334.0821,333.0752,333.5803,332.0698,55.0,333.0752,334.0821,334.5818,334.5818,336.2831,1089.1,336.2832,4.0,337.2799,0.0,27.0,27.0,21.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,337.2812,0.0,337.2816,,,,340.0016,340.5034,339.4935,340.0014,338.2887,42.0,339.4935,340.5034,341.0031,341.0031,342.6308,1177.2,342.6309,3.0,343.627,0.0,28.0,28.0,2.0,1.0,1.2,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,343.6275,0.0,343.6277,,,,346.7422,347.2412,346.2405,346.7422,344.6345,191.0,346.2404,347.2412,347.7409,347.7409,349.7713,1569.0,349.7714,3.0,350.7725,0.0,29.0,29.0,19.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,350.7733,1.0,370.5018,s,19.7053,,373.6288,374.1262,373.1213,373.6287,371.516,255.0,373.1212,374.1263,374.6256,374.6257,376.9147,1624.5,376.9149,3.0,377.9153,1.0,0.0,30.0,29.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,377.9162,1.0,377.9188,,,,380.4202,380.9222,379.9183,380.4201,378.9171,206.0,379.9182,380.9222,381.4217,381.4217,383.0464,933.3,383.0466,2.0,384.0453,1.0,1.0,31.0,1.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,384.046,1.0,384.0464,,,,387.1584,387.6598,386.6542,387.1584,385.0471,168.0,386.6541,387.6598,388.159,388.1591,390.1709,1561.9,390.171,3.0,391.1657,1.0,2.0,32.0,19.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,391.1666,1.0,391.167,,,,394.0832,394.5809,393.5738,394.0832,392.1684,54.0,393.5737,394.5809,395.0806,395.0807,397.0069,1292.6,397.007,2.0,398.0041,1.0,3.0,33.0,13.0,1.0,1.4,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,398.0049,1.0,398.0053,,,,400.3112,400.8106,399.81,400.3111,399.0088,210.0,399.8099,400.8106,401.31,401.31,403.0272,819.2,403.0273,3.0,404.0255,1.0,4.0,34.0,10.0,1.0,0.8,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,404.0264,1.0,404.0269,,,,407.1519,407.6484,406.6419,407.1519,405.0338,47.0,406.6419,407.6485,408.1481,408.1481,410.2035,1446.1,410.2037,2.0,411.2043,1.0,5.0,35.0,4.0,1.0,1.6,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,411.2054,1.0,411.2058,,,,413.7294,414.228,413.2241,413.7294,412.2071,321.0,413.2241,414.228,414.7277,414.7278,416.485,1023.1,416.485,3.0,417.4839,1.0,6.0,36.0,21.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,417.4845,1.0,417.4847,,,,419.7994,420.2995,419.2988,419.7993,418.4939,93.0,419.2987,420.2995,420.7992,420.7992,422.558,1066.4,422.5581,5.0,423.5557,1.0,7.0,37.0,5.0,1.0,0.8,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,423.5562,1.0,423.5564,,,,425.8637,426.3627,425.3626,425.8635,424.5615,93.0,425.3625,426.3627,426.8622,426.8622,428.6887,706.8,428.6888,2.0,429.686,1.0,8.0,38.0,15.0,1.0,0.8,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,429.6866,1.0,429.6868,,,,432.4037,432.9007,431.8941,432.4036,430.6937,216.0,431.894,432.9007,433.4002,433.4003,434.783,957.5,434.7832,2.0,435.7824,1.0,9.0,39.0,12.0,1.0,1.2,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,435.7835,1.0,435.7838,,,,438.8985,439.3968,438.3921,438.8985,436.7894,348.0,438.3921,439.3969,439.8964,439.8964,442.3735,1445.6,442.3736,2.0,443.3693,1.0,10.0,40.0,24.0,1.0,1.6,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,443.3702,1.0,443.3706,,,,446.4832,446.9843,445.9753,446.4831,444.3706,266.0,445.9752,446.9843,447.4838,447.4839,449.8807,1611.7,449.8809,3.0,450.8819,1.0,11.0,41.0,9.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,450.8826,1.0,450.8831,,,,453.1987,453.6969,452.6905,453.1987,451.8827,24.0,452.6904,453.6969,454.1968,454.1968,456.3237,923.9,456.3238,4.0,457.3198,1.0,12.0,42.0,20.0,1.0,0.8,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,457.321,1.0,457.3214,,,,459.8362,460.3349,459.3295,459.8362,458.328,309.0,459.3295,460.335,460.8347,460.8348,462.7647,1177.9,462.7648,4.0,463.7666,1.0,13.0,43.0,6.0,1.0,1.0,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,463.7675,1.0,463.7679,,,,466.4796,466.9812,465.9691,466.4795,464.7687,194.0,465.9691,466.9812,467.4808,467.4809,469.2797,1287.2,469.2799,4.0,470.2789,1.0,14.0,44.0,27.0,1.0,1.2,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,470.2798,1.0,470.2802,,,,472.7983,473.2945,472.2951,472.7982,471.2868,326.0,472.2951,473.2947,473.7939,473.7941,475.1937,972.9,475.1939,3.0,476.1925,1.0,15.0,45.0,26.0,1.0,1.0,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,476.1934,1.0,476.1938,,,,479.3063,479.8072,478.7982,479.3062,477.1971,227.0,478.7982,479.8073,480.3068,480.3069,482.0584,1286.7,482.0585,2.0,483.0554,1.0,16.0,46.0,14.0,1.0,1.6,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,483.0564,1.0,483.0567,,,,485.7713,486.2702,485.2621,485.7713,484.059,267.0,485.262,486.2703,486.7698,486.7699,488.1035,1094.1,488.1036,2.0,489.1018,1.0,17.0,47.0,17.0,1.0,1.2,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,489.1028,1.0,489.1032,,,,491.6162,492.1168,491.1121,491.6161,490.109,312.0,491.1121,492.1169,492.6165,492.6166,494.6314,1383.5,494.6316,5.0,495.6315,1.0,18.0,48.0,11.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,495.6321,1.0,495.6322,,,,498.5484,499.0463,498.0415,498.5484,496.6336,30.0,498.0415,499.0463,499.5458,499.5459,501.254,1279.2,501.2542,2.0,502.2528,1.0,19.0,49.0,28.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,502.2539,1.0,502.2543,,,,504.5696,505.0678,504.0624,504.5695,503.2566,284.0,504.0624,505.0678,505.5675,505.5675,506.8863,782.9,506.8865,3.0,507.8828,1.0,20.0,50.0,0.0,1.0,0.8,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,507.8838,1.0,507.8841,,,,510.1911,510.6896,509.6905,510.1911,508.8854,320.0,509.6904,510.6896,511.1889,511.1889,512.4882,916.6,512.4882,4.0,513.4879,1.0,21.0,51.0,25.0,1.0,0.8,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,513.4889,1.0,513.4891,,,,516.4055,516.9026,515.8971,516.4055,514.491,314.0,515.8969,516.9026,517.4024,517.4024,518.9958,1157.4,518.9959,2.0,519.9927,1.0,22.0,52.0,18.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,519.9936,1.0,519.9939,,,,522.9081,523.4073,522.4007,522.908,520.9955,117.0,522.4007,523.4073,523.9068,523.9068,525.1633,940.1,525.1635,1.0,526.164,1.0,23.0,53.0,3.0,1.0,1.4,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,526.1646,1.0,526.1649,,,,528.8827,529.3788,528.3809,528.8827,527.1728,25.0,528.3808,529.3789,529.8789,529.8791,531.488,1234.5,531.4882,3.0,532.4855,1.0,24.0,54.0,2.0,1.0,1.2,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,532.4868,1.0,532.4872,,,,535.3936,535.8918,534.8914,535.3935,533.4906,92.0,534.8914,535.8918,536.3916,536.3916,537.9315,970.3,537.9316,1.0,538.9319,1.0,25.0,55.0,23.0,1.0,1.4,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,538.9324,1.0,538.9326,,,,541.8535,542.3544,541.3453,541.8534,539.9397,49.0,541.3452,542.3544,542.8541,542.8541,544.3715,1055.0,544.3716,2.0,545.3698,1.0,26.0,56.0,8.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,545.3707,1.0,545.3711,,,,547.8935,548.3931,547.3853,547.8934,546.3786,332.0,547.3852,548.3932,548.8928,548.8928,550.3316,999.9,550.3317,3.0,551.3329,1.0,27.0,57.0,16.0,1.0,1.0,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,551.3334,1.0,551.3336,,,,554.0544,554.556,553.5441,554.0544,552.339,4.0,553.544,554.556,555.0559,555.0559,556.223,978.9,556.223,2.0,557.2209,1.0,28.0,58.0,22.0,1.0,1.2,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,557.222,1.0,557.2224,,,,559.9314,560.4282,559.4277,559.9313,558.2226,149.0,559.4277,560.4282,560.9271,560.9271,562.3801,1048.5,562.3801,2.0,563.3756,1.0,29.0,59.0,7.0,1.0,1.2,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,563.377,2.0,569.4332,s,6.0288,,572.5489,573.0457,572.0413,572.5489,570.4326,158.0,572.0413,573.0457,573.5452,573.5452,575.7273,1514.1,575.7274,2.0,576.7269,2.0,0.0,60.0,9.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,576.7276,2.0,576.73,,,,579.6484,580.1498,579.1403,579.6483,577.7326,102.0,579.1402,580.1499,580.6495,580.6496,582.2994,1288.4,582.2995,2.0,583.2977,2.0,1.0,61.0,18.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,583.2989,2.0,583.2999,,,,585.8138,586.313,585.3054,585.8138,584.3005,343.0,585.3053,586.3131,586.8127,586.8128,589.0715,891.2,589.0716,2.0,590.0691,2.0,2.0,62.0,26.0,1.0,1.0,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,590.0701,2.0,590.0705,,,,592.3856,592.8842,591.8843,592.3856,591.0749,269.0,591.8843,592.8842,593.3837,593.3839,599.3956,9999.0,599.3957,0.0,600.3966,2.0,3.0,63.0,10.0,1.0,0.8,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,600.3976,2.0,600.3979,,,,603.1131,603.6115,602.6053,603.113,601.3977,114.0,602.6053,603.6115,604.1112,604.1112,604.2156,88.60000002,604.2157,1.0,605.2103,2.0,4.0,64.0,2.0,1.0,1.2,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,605.2117,2.0,605.2123,,,,608.1336,608.6336,607.6267,608.1336,606.2192,52.0,607.6266,608.6336,609.1336,609.1338,612.2743,960.2,612.2744,1.0,613.2723,2.0,5.0,65.0,28.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,613.2737,2.0,613.2742,,,,615.7944,616.2959,615.29,615.7943,614.2802,260.0,615.2898,616.2959,616.7951,616.7951,618.4089,1031.3,618.4092,3.0,619.4111,2.0,6.0,66.0,1.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,619.4125,2.0,619.4129,,,,622.5352,623.0336,622.0274,622.535,620.4235,167.0,622.0273,623.0337,623.5334,623.5334,625.9886,833.2,625.9887,1.0,626.9865,2.0,7.0,67.0,19.0,1.0,1.6,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,626.9869,2.0,626.987,,,,629.5042,630.0047,628.9963,629.5041,627.9903,47.0,628.9963,630.0047,630.504,630.5041,636.5049,9999.0,636.505,0.0,637.5005,2.0,8.0,68.0,21.0,1.0,1.0,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,637.501,2.0,637.5011,,,,640.4076,640.9068,639.9054,640.4076,638.503,303.0,639.9053,640.9068,641.4064,641.4065,647.418,9999.0,647.4181,0.0,648.4188,2.0,9.0,69.0,8.0,1.0,1.4,0.7,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,648.4197,2.0,648.42,,,,651.5342,652.0338,651.0268,651.5341,649.4248,89.0,651.0268,652.0338,652.5336,652.5336,656.8143,883.8,656.8144,1.0,657.8136,2.0,10.0,70.0,24.0,1.0,1.6,0.3,Time
,,S15,555268,1,Female,26,anonymized,Serial_Dependence_U,2023.2.3,Win32,120.4819277,,,,,,,,,,,,657.8144,2.0,657.8146,,,,660.1301,660.6289,659.6284,660.13,658.8144,138.0,659.6283,660.6289,661.1282,661.1282,667.1382,9999.0,667.1383,0.0,668.1327,2.0,11.0,71.0,15.0,1.0,0.8,0.7,Time
