Scale_setup.started,Scale_setup.stopped,participant,expid,session,sex,age,date,expName,psychopyVersion,OS,frameRate,screen_scale_keys.started,screen_scale_keys.stopped,X Scale,Y Scale,rectangel_keys.started,rectangel_keys.stopped,Intro.started,Intro.stopped,key_resp_2.keys,key_resp_2.rt,key_resp_2.duration,block.started,Block_id,block.stopped,Block_resp_2.keys,Block_resp_2.rt,Block_resp_2.duration,ITI.started,ITI.stopped,Mask_2.started,Mask_2.stopped,M2.started,direction,M2.stopped,Cue.started,Cue.stopped,Response.started,Response.stopped,keyDuration,Feedback_Time.started,FeedbackID_T,Feedback_Time.stopped,trials.thisRepN,trials.thisTrialN,trials.thisN,trials.thisIndex,trials.ran,TimeDur,Coherence1,TrialType
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,197.4518,0.0,197.452,,,,200.0025,200.501,199.4861,200.0025,198.4685,310.0,199.486,200.5011,201.0019,201.0021,204.1181,1457.5,204.1186,5.0,205.1177,0.0,8.0,8.0,1.0,1.0,1.0,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,205.1184,0.0,205.1186,,,,208.0525,208.5519,207.5517,208.0524,206.1358,164.0,207.5515,208.5519,209.0519,209.052,210.768,1697.8,210.7685,4.0,211.7685,0.0,9.0,9.0,13.0,1.0,1.4,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,211.7693,0.0,211.7696,,,,214.9191,215.4184,214.4024,214.9189,212.7851,43.0,214.4023,215.4184,215.9176,215.9176,218.1522,2151.2,218.1525,5.0,219.1508,0.0,10.0,10.0,19.0,1.0,1.6,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,219.1514,0.0,219.1518,,,,221.9023,222.4007,221.3846,221.9023,220.1683,295.0,221.3844,222.4008,222.9008,222.9009,228.9187,9999.0,228.919,0.0,229.9183,0.0,11.0,11.0,12.0,1.0,1.2,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,229.919,0.0,229.9192,,,,233.0522,233.5516,232.5356,233.052,230.9189,267.0,232.5354,233.5516,234.0516,234.0516,240.0687,9999.0,240.0689,0.0,241.0682,0.0,12.0,12.0,14.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,241.0689,0.0,241.0692,,,,243.6187,244.1181,243.1012,243.6186,242.0854,328.0,243.101,244.1181,244.6181,244.6182,246.5841,1223.0,246.5846,4.0,247.5838,0.0,13.0,13.0,16.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,247.5844,0.0,247.5847,,,,250.118,250.6181,249.6019,250.1179,248.5855,267.0,249.6018,250.6181,251.1181,251.1182,251.9008,742.7,251.9012,2.0,252.9013,0.0,14.0,14.0,26.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,252.902,0.0,252.9022,,,,255.452,255.9504,254.9353,255.4519,253.9186,341.0,254.9352,255.9504,256.4513,256.4514,262.0338,4708.5,262.0341,5.0,263.0336,0.0,15.0,15.0,6.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,263.0343,0.0,263.0346,,,,266.1842,266.6844,265.6678,266.184,264.0511,151.0,265.6676,266.6844,267.1836,267.1836,269.085,951.8,269.0853,1.0,270.0845,0.0,16.0,16.0,24.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,270.0852,0.0,270.0854,,,,272.8351,273.3344,272.3183,272.835,271.1017,223.0,272.3182,273.3345,273.8344,273.8345,276.0013,1855.3,276.0016,5.0,277.001,0.0,17.0,17.0,22.0,1.0,1.2,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,277.0017,0.0,277.002,,,,279.3516,279.8501,278.8349,279.3515,278.0183,253.0,278.8347,279.8501,280.3502,280.3502,281.7838,865.6,281.7842,4.0,282.7843,0.0,18.0,18.0,25.0,1.0,0.8,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,282.7849,0.0,282.7852,,,,285.5182,286.0175,285.0016,285.5181,283.7847,293.0,285.0014,286.0176,286.5167,286.5167,288.3511,1437.4,288.3514,4.0,289.3509,0.0,19.0,19.0,27.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,289.3515,0.0,289.3518,,,,292.1007,292.5998,291.5848,292.1006,290.3682,111.0,291.5846,292.5999,293.0999,293.1,294.9012,1399.9,294.9015,4.0,295.9008,0.0,20.0,20.0,7.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,295.9014,0.0,295.9016,,,,298.8338,299.334,298.3179,298.8337,296.9014,333.0,298.3179,299.3341,299.8331,299.8333,301.5,1232.8,301.5003,2.0,302.5007,0.0,21.0,21.0,18.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,302.5014,0.0,302.5016,,,,305.2513,305.7507,304.7346,305.2512,303.518,61.0,304.7344,305.7507,306.2497,306.2499,307.6178,950.9,307.6181,2.0,308.6164,0.0,22.0,22.0,17.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,308.6171,0.0,308.6173,,,,310.967,311.4672,310.4513,310.9669,309.6345,78.0,310.4501,311.4672,311.9664,311.9665,313.5334,1014.1,313.5338,4.0,314.5329,0.0,23.0,23.0,15.0,1.0,0.8,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,314.5336,0.0,314.5339,,,,316.8679,317.3672,316.3504,316.8677,315.5344,337.0,316.3503,317.3673,317.8662,317.8662,319.1833,856.2,319.1836,4.0,320.1839,0.0,24.0,24.0,20.0,1.0,0.8,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,320.1845,0.0,320.1848,,,,323.1344,323.6338,322.617,323.1343,321.2012,237.0,322.6168,323.6338,324.1328,324.1329,326.0162,1424.5,326.0164,3.0,327.0171,0.0,25.0,25.0,28.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,327.0178,0.0,327.0181,,,,330.1676,330.666,329.651,330.1674,328.0336,210.0,329.6508,330.6661,331.167,331.1671,332.584,1041.9,332.5842,1.0,333.5836,0.0,26.0,26.0,4.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,333.5842,0.0,333.5845,,,,335.9334,336.4335,335.4167,335.9332,334.6009,30.0,335.4165,336.4336,336.9326,336.9327,338.2173,874.1,338.2177,4.0,339.2168,0.0,27.0,27.0,0.0,1.0,0.8,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,339.2176,0.0,339.2179,,,,341.75,342.2501,341.2341,341.7499,340.2325,148.0,341.234,342.2502,342.7493,342.7493,344.2171,1021.7,344.2173,3.0,345.2168,0.0,28.0,28.0,11.0,1.0,1.0,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,345.2174,0.0,345.2177,,,,348.1664,348.6668,347.6507,348.1664,346.2333,349.0,347.6506,348.6668,349.1667,349.1669,350.4494,991.6,350.4496,2.0,351.4492,0.0,29.0,29.0,23.0,1.0,1.4,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,351.4499,1.0,376.3158,s,24.8413,,379.2662,379.7655,378.7504,379.2658,377.3337,240.0,378.7502,379.7656,380.2654,380.2655,382.0333,1207.7,382.0336,2.0,383.0331,1.0,0.0,30.0,13.0,1.0,1.4,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,383.0336,1.0,383.0354,,,,385.7662,386.2662,385.2502,385.7661,384.0336,36.0,385.2501,386.2663,386.7663,386.7664,387.9331,724.2,387.9333,1.0,388.9321,1.0,1.0,31.0,7.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,388.9328,1.0,388.9333,,,,391.866,392.3654,391.3502,391.8659,389.9335,206.0,391.35,392.3654,392.8663,392.8664,394.3829,1142.0,394.3831,2.0,395.3829,1.0,2.0,32.0,3.0,1.0,1.4,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,395.3835,1.0,395.3838,,,,398.1334,398.6328,397.6167,398.1333,396.4003,131.0,397.6166,398.6329,399.1319,399.1319,400.4165,874.0,400.4169,2.0,401.4152,1.0,3.0,33.0,17.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,401.4159,1.0,401.4161,,,,403.7659,404.2661,403.2499,403.7658,402.4333,40.0,403.2498,404.2662,404.7653,404.7654,405.533,452.4,405.5333,1.0,406.5327,1.0,4.0,34.0,5.0,1.0,0.8,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,406.5334,1.0,406.5337,,,,409.0833,409.5826,408.5667,409.0831,407.55,116.0,408.5665,409.5827,410.0826,410.0827,411.2487,726.0,411.2492,2.0,412.2493,1.0,5.0,35.0,16.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,412.25,1.0,412.2502,,,,414.9998,415.4992,414.4832,414.9997,413.2666,149.0,414.4831,415.4993,415.9993,415.9994,417.2662,898.6,417.2666,2.0,418.265,1.0,6.0,36.0,12.0,1.0,1.2,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,418.2657,1.0,418.266,,,,421.4167,421.9149,420.8998,421.4165,419.2831,48.0,420.8997,421.915,422.4159,422.416,423.8986,1107.6,423.899,1.0,424.8991,1.0,7.0,37.0,9.0,1.0,1.6,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,424.8998,1.0,424.9,,,,427.4497,427.9491,426.933,427.4496,425.9165,46.0,426.933,427.9491,428.4481,428.4483,429.8494,942.2,429.8497,2.0,430.8492,1.0,8.0,38.0,26.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,430.8498,1.0,430.8501,,,,433.7996,434.2981,433.2829,433.7995,431.8664,121.0,433.2828,434.2982,434.7993,434.7994,436.0995,940.2,436.0998,1.0,437.0981,1.0,9.0,39.0,23.0,1.0,1.4,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,437.099,1.0,437.0994,,,,440.0496,440.5489,439.5321,440.0495,438.1155,22.0,439.5318,440.549,441.048,441.0481,442.6149,1181.3,442.6152,2.0,443.6147,1.0,10.0,40.0,8.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,443.6154,1.0,443.6156,,,,446.3661,446.8646,445.8486,446.366,444.6329,331.0,445.8485,446.8646,447.3655,447.3656,448.7482,974.5,448.7487,2.0,449.7489,1.0,11.0,41.0,27.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,449.7495,1.0,449.7498,,,,452.4829,452.9821,451.982,452.4826,450.7659,1.0,451.982,452.9822,453.4822,453.4823,454.6657,859.7,454.666,2.0,455.6655,1.0,12.0,42.0,2.0,1.0,1.2,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,455.6662,1.0,455.6664,,,,458.5829,459.0812,458.0661,458.5827,456.6653,247.0,458.0659,459.0812,459.5811,459.5812,461.299,1347.7,461.2993,3.0,462.2988,1.0,13.0,43.0,18.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,462.2994,1.0,462.2995,,,,464.8495,465.3486,464.3325,464.8493,463.316,302.0,464.3324,465.3486,465.8477,465.8478,466.9157,712.4,466.916,2.0,467.9153,1.0,14.0,44.0,6.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,467.9159,1.0,467.9162,,,,470.4483,470.9485,469.9336,470.4482,468.9317,122.0,469.9323,470.9485,471.4485,471.4486,472.7323,867.2,472.7325,2.0,473.7318,1.0,15.0,45.0,11.0,1.0,1.0,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,473.7325,1.0,473.7327,,,,476.2659,476.7651,475.765,476.2657,474.7492,169.0,475.7648,476.7651,477.2652,477.2652,478.3489,665.7,478.3491,1.0,479.3484,1.0,16.0,46.0,21.0,1.0,1.0,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,479.3491,1.0,479.3493,,,,481.699,482.1975,481.1823,481.6989,480.3657,207.0,481.1822,482.1976,482.6975,482.6975,483.9153,791.2,483.9155,3.0,484.9141,1.0,17.0,47.0,10.0,1.0,0.8,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,484.9149,1.0,484.9151,,,,488.0491,488.5483,487.5315,488.0489,485.9157,94.0,487.5313,488.5483,489.0483,489.0484,490.5312,1143.0,490.5314,2.0,491.5316,1.0,18.0,48.0,4.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,491.5323,1.0,491.5326,,,,493.8814,494.3807,493.3655,493.8812,492.5487,175.0,493.3654,494.3808,494.8808,494.8809,495.9654,623.5,495.9657,2.0,496.9641,1.0,19.0,49.0,15.0,1.0,0.8,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,496.9647,1.0,496.965,,,,499.2988,499.7973,498.798,499.2987,497.9823,16.0,498.7978,499.7974,500.2982,500.2983,501.2142,565.5,501.2144,2.0,502.2149,1.0,20.0,50.0,25.0,1.0,0.8,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,502.2156,1.0,502.2157,,,,504.9487,505.4481,504.433,504.9486,503.2312,106.0,504.4319,505.4482,505.9482,505.9482,507.1652,900.4,507.1655,2.0,508.1647,1.0,21.0,51.0,22.0,1.0,1.2,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,508.1654,1.0,508.1656,,,,511.3153,511.8147,510.7988,511.3153,509.182,61.0,510.7986,511.8147,512.3147,512.3147,513.5486,966.9,513.5488,1.0,514.548,1.0,22.0,52.0,24.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,514.5487,1.0,514.549,,,,516.8986,517.3979,516.382,516.8985,515.5652,346.0,516.3819,517.3981,517.898,517.898,519.0639,872.3,519.0642,4.0,520.0637,1.0,23.0,53.0,20.0,1.0,0.8,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,520.0644,1.0,520.0647,,,,523.2143,523.7146,522.6985,523.2141,521.0811,80.0,522.6984,523.7146,524.2137,524.2137,525.4816,923.7,525.4818,1.0,526.4813,1.0,24.0,54.0,19.0,1.0,1.6,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,526.482,1.0,526.4822,,,,529.6318,530.1312,529.1146,529.6317,527.4978,334.0,529.1145,530.1312,530.6302,530.6303,532.1148,1165.2,532.1151,2.0,533.1144,1.0,25.0,55.0,29.0,1.0,1.6,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,533.1151,1.0,533.1154,,,,536.2643,536.7644,535.7485,536.2642,534.1317,274.0,535.7483,536.7644,537.2636,537.2637,538.8972,1302.0,538.8976,2.0,539.8977,1.0,26.0,56.0,14.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,539.8984,1.0,539.8986,,,,542.4482,542.9477,541.9315,542.4481,540.915,338.0,541.9314,542.9477,543.4476,543.4477,544.5478,857.2,544.548,2.0,545.5476,1.0,27.0,57.0,1.0,1.0,1.0,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,545.5482,1.0,545.5485,,,,547.8816,548.3809,547.3649,547.8814,546.5484,347.0,547.3647,548.381,548.8809,548.881,549.9136,856.6,549.9139,4.0,550.9133,1.0,28.0,58.0,0.0,1.0,0.8,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,550.914,1.0,550.9142,,,,553.8649,554.3641,553.3482,553.8647,551.9308,61.0,553.3481,554.3642,554.8642,554.8643,556.0803,757.8,556.0805,1.0,557.0808,1.0,29.0,59.0,28.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,557.0816,2.0,610.9138,s,53.8022,,613.6632,614.1626,613.1474,613.663,611.93,303.0,613.1473,614.1627,614.6634,614.6635,616.0138,964.6,616.014,2.0,617.0135,2.0,0.0,60.0,12.0,1.0,1.2,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,617.0142,2.0,617.016,,,,620.1464,620.6458,619.6298,620.1464,618.014,11.0,619.6296,620.6458,621.1458,621.1458,622.647,1164.2,622.6473,2.0,623.6466,2.0,1.0,61.0,14.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,623.6473,2.0,623.6475,,,,626.5972,627.0957,626.0807,626.5971,624.6631,7.0,626.0806,627.0958,627.5967,627.5968,629.1137,1059.2,629.114,2.0,630.1124,2.0,2.0,62.0,23.0,1.0,1.4,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,630.1131,2.0,630.1133,,,,632.8473,633.3465,632.3304,632.8471,631.1139,7.0,632.3303,633.3465,633.8465,633.8466,635.1635,931.8,635.1638,2.0,636.1632,2.0,3.0,63.0,17.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,636.1639,2.0,636.1641,,,,638.6962,639.1963,638.1804,638.6961,637.1637,218.0,638.1802,639.1963,639.6955,639.6956,641.4793,1473.0,641.4796,5.0,642.4797,2.0,4.0,64.0,1.0,1.0,1.0,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,642.4804,2.0,642.4806,,,,645.6296,646.1288,645.1129,645.6295,643.4971,48.0,645.1127,646.1288,646.6298,646.6299,648.0798,1157.4,648.08,2.0,649.0797,2.0,5.0,65.0,24.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,649.0804,2.0,649.0806,,,,651.8303,652.3296,651.3128,651.8302,650.0969,40.0,651.3125,652.3296,652.8296,652.8297,654.079,975.6,654.0793,2.0,655.0787,2.0,6.0,66.0,7.0,1.0,1.2,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,655.0794,2.0,655.0796,,,,657.6135,658.1128,657.1127,657.6134,656.0969,23.0,657.1125,658.1129,658.6121,658.6121,660.513,1392.3,660.5132,5.0,661.5128,2.0,7.0,67.0,26.0,1.0,1.0,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,661.5134,2.0,661.5137,,,,664.4626,664.9628,663.9467,664.4625,662.5301,243.0,663.9466,664.9628,665.4627,665.4628,666.7132,907.0,666.7134,1.0,667.7128,2.0,8.0,68.0,28.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,667.7135,2.0,667.7137,,,,670.8633,671.3618,670.3467,670.8632,668.7301,147.0,670.3465,671.3618,671.8627,671.8628,673.662,1489.5,673.6624,2.0,674.6618,2.0,9.0,69.0,4.0,1.0,1.6,0.3,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,674.6625,2.0,674.6628,,,,677.6132,678.1118,677.0976,677.6131,675.6799,198.0,677.0964,678.1118,678.6126,678.6127,679.8796,943.1,679.88,1.0,680.8792,2.0,10.0,70.0,8.0,1.0,1.4,0.7,Time
,,S01,002046,1,Female,32,anonymized,Serial_Dependence_U,2023.2.3,MacIntel,62.11180124,,,,,,,,,,,,680.88,2.0,680.8803,,,,684.0131,684.5117,683.4958,684.013,681.88,12.0,683.4954,684.5117,685.0116,685.0117,686.2618,882.9,686.2621,1.0,687.2625,2.0,11.0,71.0,19.0,1.0,1.6,0.7,Time
